notice_id,portal_id,candidate_count,retrieval_time_ms
N008017,P001,1769,0.069
N008025,P129,1182,0.046
N008033,P211,1149,0.041
N008041,P148,2797,0.076
N008049,P248,176,0.028
N008057,P108,868,0.029
N008065,P185,1015,0.036
N008073,P070,2756,0.069
N008081,P006,1012,0.048
N008089,P081,836,0.035
N008097,P094,488,0.021
N008105,P236,2401,0.054
N008113,P090,118,0.031
N008121,P044,422,0.017
N008129,P041,2784,0.062
N008137,P005,2232,0.123
N008145,P001,2296,0.119
N008153,P094,1088,0.038
N008161,P002,1738,0.059
N008169,P002,1344,0.06
N008177,P053,191,0.019
N008185,P002,2269,0.11
N008193,P003,1429,0.058
N008201,P003,1542,0.062
N008209,P136,1611,0.044
N008217,P061,1386,0.056
N008225,P001,1972,0.067
N008233,P065,1613,0.053
N008241,P002,2195,0.108
N008249,P001,2164,0.101
N008257,P086,2253,0.071
N008265,P004,1518,0.069
N008273,P044,2516,0.061
N008281,P200,2235,0.073
N008289,P020,2016,0.049
N008297,P242,1484,0.057
N008305,P001,2252,0.106
N008313,P001,2025,0.079
N008321,P004,855,0.046
N008329,P216,1768,0.058
N008337,P238,883,0.039
N008345,P094,2155,0.051
N008353,P231,1143,0.04
N008361,P094,2436,0.07
N008369,P052,742,0.041
N008377,P017,3178,0.077
N008385,P044,1901,0.064
N008393,P038,399,0.026
N008401,P005,2259,0.086
N008409,P094,330,0.028
N008417,P004,1516,0.059
N008425,P094,1760,0.06
N008433,P164,685,0.035
N008441,P005,1540,0.056
N008449,P084,256,0.023
N008457,P046,112,0.01
N008465,P002,2143,0.059
N008473,P094,392,0.027
N008481,P006,728,0.032
N008489,P003,1428,0.058
N008497,P005,1347,0.055
N008505,P004,1164,0.045
N008513,P021,286,0.016
N008521,P158,558,0.019
N008529,P181,840,0.022
N008537,P001,1530,0.061
N008545,P071,1820,0.058
N008553,P003,1224,0.061
N008561,P048,2274,0.057
N008569,P136,2037,0.054
N008577,P006,1341,0.068
N008585,P002,2281,0.102
N008593,P059,1173,0.043
N008601,P094,836,0.026
N008609,P002,2180,0.069
N008617,P071,800,0.039
N008625,P002,2237,0.091
N008633,P003,1493,0.056
N008641,P004,1712,0.075
N008649,P216,2522,0.077
N008657,P005,2287,0.105
N008665,P064,2476,0.081
N008673,P044,460,0.033
N008681,P094,2075,0.047
N008689,P044,1079,0.038
N008697,P005,2182,0.083
N008705,P189,2153,0.057
N008713,P002,1878,0.091
N008721,P006,1750,0.071
N008729,P006,1373,0.058
N008737,P207,2763,0.066
N008745,P209,120,0.025
N008753,P169,781,0.019
N008761,P141,3098,0.068
N008769,P177,665,0.039
N008777,P001,2156,0.096
N008785,P013,32,0.02
N008793,P001,2174,0.069
N008801,P193,1610,0.055
N008809,P044,1807,0.052
N008817,P094,2327,0.067
N008825,P001,1988,0.089
N008833,P060,726,0.038
N008841,P041,724,0.028
N008849,P003,1758,0.068
N008857,P215,2879,0.079
N008865,P240,2182,0.064
N008873,P004,1866,0.085
N008881,P020,875,0.036
N008889,P094,1213,0.045
N008897,P094,2709,0.067
N008905,P042,1960,0.07
N008913,P003,1447,0.047
N008921,P184,1156,0.039
N008929,P002,2282,0.161
N008937,P151,192,0.027
N008945,P002,2252,0.09
N008953,P111,1610,0.058
N008961,P189,907,0.037
N008969,P005,2108,0.069
N008977,P071,1140,0.045
N008985,P002,2186,0.087
N008993,P168,364,0.029
N009001,P146,2019,0.041
N009009,P003,1593,0.076
N009017,P207,2351,0.059
N009025,P228,1000,0.038
N009033,P216,744,0.026
N009041,P222,1805,0.049
N009049,P005,2320,0.085
N009057,P004,1513,0.054
N009065,P005,1937,0.063
N009073,P004,1633,0.073
N009081,P229,2065,0.049
N009089,P094,1476,0.062
N009097,P044,989,0.036
N009105,P240,1711,0.054
N009113,P156,326,0.022
N009121,P053,1266,0.032
N009129,P094,1928,0.06
N009137,P094,2848,0.069
N009145,P240,827,0.043
N009153,P028,1607,0.047
N009161,P183,409,0.027
N009169,P002,2023,0.091
N009177,P094,2351,0.06
N009185,P020,1888,0.057
N009193,P037,129,0.018
N009201,P255,889,0.024
N009209,P221,155,0.016
N009217,P223,777,0.024
N009225,P003,1208,0.048
N009233,P003,1698,0.078
N009241,P183,3132,0.087
N009249,P003,1065,0.054
N009257,P241,1585,0.043
N009265,P004,1458,0.046
N009273,P129,494,0.028
N009281,P002,2216,0.101
N009289,P094,1206,0.065
N009297,P005,2166,0.103
N009305,P122,2576,0.069
N009313,P194,583,0.031
N009321,P094,269,0.014
N009329,P013,1974,0.036
N009337,P040,809,0.034
N009345,P004,783,0.033
N009353,P038,731,0.028
N009361,P002,2264,0.116
N009369,P006,1195,0.059
N009377,P020,439,0.021
N009385,P227,325,0.018
N009393,P137,537,0.02
N009401,P097,1482,0.047
N009409,P006,1679,0.067
N009417,P249,383,0.027
N009425,P002,2213,0.083
N009433,P003,1559,0.07
N009441,P020,2003,0.052
N009449,P094,1206,0.034
N009457,P231,2472,0.056
N009465,P192,968,0.04
N009473,P001,2226,0.085
N009481,P234,1620,0.058
N009489,P003,1032,0.045
N009497,P001,2053,0.378
N009505,P214,2095,0.066
N009513,P094,2306,0.251
N009521,P005,2066,0.226
N009529,P151,1929,0.065
N009537,P254,108,0.028
N009545,P107,178,0.02
N009553,P004,1895,0.099
N009561,P002,2392,0.092
N009569,P189,938,0.044
N009577,P006,1405,0.063
N009585,P002,2098,0.082
N009593,P020,2106,0.062
N009601,P001,2266,0.123
N009609,P001,2431,0.143
N009617,P005,2514,0.135
N009625,P006,1519,0.067
N009633,P004,1693,0.075
N009641,P005,2254,0.104
N009649,P001,2335,0.115
N009657,P001,2369,0.119
N009665,P003,1337,0.061
N009673,P006,1756,0.079
N009681,P238,1671,0.064
N009689,P004,1589,0.234
N009697,P005,1081,0.052
N009705,P172,2036,0.048
N009713,P005,2194,0.096
N009721,P005,2225,0.099
N009729,P094,2174,0.064
N009737,P183,2226,0.069
N009745,P002,2474,0.121
N009753,P240,2388,0.077
N009761,P004,1202,0.055
N009769,P004,1215,0.052
N009777,P003,1412,0.046
N009785,P073,1198,0.04
N009793,P227,1500,0.047
N009801,P001,2125,0.088
N009809,P094,327,0.028
N009817,P020,2149,0.042
N009825,P006,1555,0.061
N009833,P131,184,0.02
N009841,P003,1173,0.043
N009849,P088,1284,0.046
N009857,P224,432,0.024
N009865,P088,1413,0.037
N009873,P196,2908,0.082
N009881,P006,1423,0.07
N009889,P094,1583,0.049
N009897,P094,961,0.04
N009905,P126,168,0.015
N009913,P049,1825,0.035
N009921,P134,1249,0.062
N009929,P039,2591,0.063
N009937,P094,2019,0.051
N009945,P003,1094,0.045
N009953,P180,909,0.073
N009961,P001,2262,0.097
N009969,P004,559,0.042
N009977,P020,1186,0.038
N009985,P001,2191,0.105
N009993,P199,2009,0.062
N010001,P002,1989,0.089
N010009,P260,877,0.037
N010017,P021,926,0.024
N010025,P044,1644,0.046
N010033,P124,2085,0.049
N010041,P181,2194,0.059
N010049,P180,513,0.032
N010057,P020,407,0.018
N010065,P240,2060,0.04
N010073,P004,814,0.036
N010081,P094,2568,0.058
N010089,P094,861,0.043
N010097,P003,1017,0.036
N010105,P005,2494,0.091
N010113,P223,2513,0.07
N010121,P001,1526,0.068
N010129,P088,2492,0.056
N010137,P094,2901,0.09
N010145,P094,947,0.041
N010153,P094,510,0.022
N010161,P195,2421,0.059
N010169,P094,2590,0.102
N010177,P005,2296,0.086
N010185,P006,1459,0.071
N010193,P240,868,0.029
N010201,P044,683,0.021
N010209,P004,802,0.033
N010217,P240,2328,0.053
N010225,P198,3078,0.088
N010233,P232,907,0.045
N010241,P124,1503,0.046
N010249,P005,2534,0.149
N010257,P001,2237,0.081
N010265,P056,2070,0.055
N010273,P094,1405,0.042
N010281,P240,996,0.034
N010289,P004,1270,0.039
N010297,P004,1073,0.046
N010305,P094,1951,0.042
N010313,P004,1826,0.082
N010321,P001,2240,0.102
N010329,P227,613,0.04
N010337,P094,656,0.027
N010345,P006,1564,0.059
N010353,P002,2252,0.093
N010361,P255,2136,0.059
N010369,P094,1228,0.052
N010377,P005,1796,0.061
N010385,P221,111,0.019
N010393,P020,3318,0.087
N010401,P178,2724,0.079
N010409,P002,2270,0.124
N010417,P002,2453,0.135
N010425,P213,1416,0.055
N010433,P021,197,0.019
N010441,P001,2302,0.105
N010449,P094,915,0.045
N010457,P002,2233,0.091
N010465,P094,2277,0.073
N010473,P006,1366,0.06
N010481,P075,2422,0.059
N010489,P003,1801,0.085
N010497,P002,2160,0.075
N010505,P005,2199,0.094
N010513,P001,2489,0.127
N010521,P051,1686,0.06
N010529,P129,1164,0.037
N010537,P227,772,0.03
N010545,P181,1999,0.04
N010553,P094,396,0.026
N010561,P004,1055,0.035
N010569,P006,1674,0.06
N010577,P217,1391,0.052
N010585,P004,1717,0.069
N010593,P219,1413,0.037
N010601,P094,2308,0.055
N010609,P005,2167,0.107
N010617,P094,988,0.042
N010625,P014,899,0.031
N010633,P020,276,0.017
N010641,P094,1097,0.021
N010649,P073,975,0.038
N010657,P002,2120,0.087
N010665,P127,1085,0.048
N010673,P088,2530,0.068
N010681,P175,2268,0.07
N010689,P006,1743,0.065
N010697,P254,103,0.019
N010705,P031,2785,0.08
N010713,P094,598,0.034
N010721,P215,1366,0.031
N010729,P094,2648,0.068
N010737,P094,1113,0.046
N010745,P002,2321,0.105
N010753,P001,2294,0.106
N010761,P073,2077,0.069
N010769,P003,759,0.042
N010777,P215,2069,0.048
N010785,P094,380,0.026
N010793,P042,2331,0.058
N010801,P180,200,0.022
N010809,P183,276,0.014
N010817,P005,2318,0.108
N010825,P215,869,0.036
N010833,P005,2152,0.072
N010841,P106,2729,0.084
N010849,P020,201,0.029
N010857,P004,1544,0.057
N010865,P227,1190,0.038
N010873,P005,2444,0.101
N010881,P004,818,0.043
N010889,P129,2102,0.045
N010897,P094,1724,0.049
N010905,P001,2162,0.076
N010913,P002,2119,0.077
N010921,P067,2118,0.069
N010929,P235,2454,0.078
N010937,P005,1544,0.067
N010945,P250,1112,0.031
N010953,P230,2711,0.064
N010961,P240,1162,0.048
N010969,P232,790,0.029
N010977,P240,248,0.014
N010985,P002,2182,0.086
N010993,P020,1176,0.041
N011001,P004,766,0.035
N011009,P001,2222,0.095
N011017,P001,2244,0.112
N011025,P094,2361,0.059
N011033,P002,2200,0.095
N011041,P001,2232,0.11
N011049,P073,1490,0.052
N011057,P004,1051,0.044
N011065,P181,816,0.025
N011073,P006,1427,0.042
N011081,P005,1949,0.059
N011089,P152,2319,0.059
N011097,P001,2281,0.111
N011105,P005,1211,0.058
N011113,P112,2159,0.057
N011121,P238,1667,0.053
N011129,P006,1291,0.044
N011137,P200,680,0.03
N011145,P157,1003,0.032
N011153,P094,2162,0.047
N011161,P020,1961,0.065
N011169,P112,523,0.027
N011177,P217,1421,0.032
N011185,P094,816,0.029
N011193,P003,934,0.037
N011201,P094,1636,0.042
N011209,P003,1060,0.054
N011217,P141,697,0.03
N011225,P003,1343,0.061
N011233,P048,892,0.032
N011241,P004,1602,0.058
N011249,P094,747,0.034
N011257,P094,429,0.022
N011265,P061,687,0.022
N011273,P098,2145,0.05
N011281,P003,1258,0.056
N011289,P062,1510,0.047
N011297,P001,2361,0.114
N011305,P020,217,0.028
N011313,P094,1169,0.025
N011321,P189,2129,0.049
N011329,P006,1076,0.051
N011337,P044,1254,0.03
N011345,P005,2292,0.115
N011353,P006,1083,0.046
N011361,P006,1250,0.055
N011369,P036,1920,0.245
N011377,P069,651,0.031
N011385,P096,988,0.031
N011393,P003,1831,0.065
N011401,P047,2363,0.062
N011409,P002,1455,0.064
N011417,P222,472,0.026
N011425,P088,1738,0.048
N011433,P001,2317,0.09
N011441,P105,1024,0.045
N011449,P005,2070,0.106
N011457,P217,522,0.035
N011465,P017,1581,0.052
N011473,P005,2287,0.115
N011481,P003,1660,0.066
N011489,P020,2585,0.069
N011497,P003,1588,0.062
N011505,P094,469,0.024
N011513,P091,2267,0.046
N011521,P005,2409,0.131
N011529,P004,1061,0.053
N011537,P157,676,0.025
N011545,P241,1277,0.032
N011553,P209,1922,0.042
N011561,P004,1725,0.072
N011569,P003,1383,0.061
N011577,P200,730,0.033
N011585,P001,2331,0.071
N011593,P002,2437,0.097
N011601,P191,653,0.037
N011609,P049,1331,0.044
N011617,P006,823,0.046
N011625,P005,2373,0.133
N011633,P094,1782,0.088
N011641,P208,1434,0.055
N011649,P136,2324,0.056
N011657,P229,1380,0.043
N011665,P005,1648,0.093
N011673,P257,885,0.042
N011681,P181,1991,0.064
N011689,P020,2592,0.07
N011697,P177,1269,0.094
N011705,P259,1662,0.056
N011713,P002,2314,0.099
N011721,P003,1460,0.074
N011729,P003,1027,0.048
N011737,P005,2163,0.082
N011745,P005,2478,0.123
N011753,P003,631,0.046
N011761,P003,1076,0.039
N011769,P006,1489,0.049
N011777,P079,1407,0.046
N011785,P255,492,0.024
N011793,P004,1015,0.037
N011801,P006,1490,0.05
N011809,P094,863,0.036
N011817,P094,112,0.013
N011825,P027,2107,0.041
N011833,P189,2871,0.084
N011841,P084,110,0.029
N011849,P002,2268,0.108
N011857,P004,756,0.047
N011865,P005,2395,0.14
N011873,P213,1799,0.065
N011881,P004,1509,0.064
N011889,P004,1518,0.063
N011897,P107,114,0.019
N011905,P188,1886,0.047
N011913,P094,670,0.034
N011921,P002,2284,0.116
N011929,P005,2262,0.127
N011937,P181,2095,0.094
N011945,P094,1235,0.052
N011953,P003,830,0.041
N011961,P006,1664,0.073
N011969,P094,804,0.035
N011977,P016,66,0.014
N011985,P181,466,0.018
N011993,P031,1137,0.03
N000002,P002,2265,0.099
N000010,P004,1373,0.073
N000018,P094,1536,0.057
N000026,P001,1922,0.072
N000034,P225,150,0.021
N000042,P006,1649,0.062
N000050,P225,1624,0.051
N000058,P001,2268,0.111
N000066,P112,209,0.025
N000074,P238,1098,0.028
N000082,P006,1358,0.053
N000090,P236,584,0.026
N000098,P002,2173,0.075
N000106,P028,1991,0.052
N000114,P004,764,0.036
N000122,P189,1956,0.053
N000130,P122,2427,0.06
N000138,P255,2638,0.075
N000146,P096,1151,0.052
N000154,P089,1329,0.032
N000162,P002,2273,0.1
N000170,P137,2530,0.081
N000178,P094,812,0.042
N000186,P001,2141,0.087
N000194,P205,374,0.028
N000202,P017,1000,0.033
N000210,P001,2183,0.08
N000218,P146,1533,0.048
N000226,P003,1752,0.077
N000234,P004,1026,0.041
N000242,P088,1952,0.042
N000250,P006,745,0.04
N000258,P005,2537,0.08
N000266,P080,2814,0.094
N000274,P005,2027,0.077
N000282,P019,416,0.031
N000290,P081,1234,0.025
N000298,P094,2628,0.062
N000306,P004,1595,0.066
N000314,P002,2379,0.099
N000322,P215,991,0.044
N000330,P006,1553,0.058
N000338,P001,2339,0.099
N000346,P002,2453,0.136
N000354,P181,1122,0.047
N000362,P094,564,0.028
N000370,P084,200,0.015
N000378,P044,985,0.025
N000386,P001,2356,0.098
N000394,P005,2027,0.098
N000402,P002,2018,0.074
N000410,P170,726,0.044
N000418,P097,930,0.034
N000426,P227,2071,0.057
N000434,P001,2233,0.081
N000442,P029,2918,0.082
N000450,P260,2231,0.061
N000458,P001,2517,0.112
N000466,P240,2711,0.079
N000474,P002,2239,0.099
N000482,P089,2452,0.065
N000490,P003,1052,0.055
N000498,P232,1354,0.032
N000506,P232,1075,0.037
N000514,P006,1521,0.065
N000522,P001,2284,0.117
N000530,P172,1875,0.06
N000538,P094,2233,0.065
N000546,P087,497,0.028
N000554,P181,2319,0.054
N000562,P002,2058,0.079
N000570,P240,1083,0.04
N000578,P225,965,0.033
N000586,P094,1797,0.049
N000594,P005,1342,0.059
N000602,P038,522,0.026
N000610,P232,3159,0.071
N000618,P003,1570,0.072
N000626,P004,1377,0.044
N000634,P001,2107,0.1
N000642,P002,1985,0.075
N000650,P005,2449,0.144
N000658,P002,2229,0.105
N000666,P001,2187,0.087
N000674,P094,2142,0.058
N000682,P145,221,0.025
N000690,P094,472,0.017
N000698,P094,2306,0.058
N000706,P041,1437,0.053
N000714,P094,2109,0.053
N000722,P183,1232,0.043
N000730,P031,1121,0.04
N000738,P216,356,0.018
N000746,P207,629,0.027
N000754,P003,907,0.032
N000762,P137,2066,0.045
N000770,P044,353,0.029
N000778,P013,140,0.011
N000786,P004,1301,0.032
N000794,P005,2194,0.1
N000802,P003,760,0.039
N000810,P006,606,0.035
N000818,P094,832,0.031
N000826,P002,1341,0.051
N000834,P001,2290,0.101
N000842,P094,1483,0.053
N000850,P122,3004,0.082
N000858,P003,1167,0.062
N000866,P003,1518,0.058
N000874,P215,1197,0.037
N000882,P094,198,0.021
N000890,P240,2786,0.067
N000898,P240,1137,0.039
N000906,P172,636,0.032
N000914,P021,1944,0.057
N000922,P003,1918,0.077
N000930,P026,298,0.02
N000938,P005,2177,0.076
N000946,P088,1674,0.057
N000954,P102,392,0.022
N000962,P215,2012,0.043
N000970,P158,682,0.032
N000978,P020,1521,0.041
N000986,P013,165,0.018
N000994,P003,1432,0.055
N001002,P006,1430,0.063
N001010,P005,2282,0.128
N001018,P080,2330,0.066
N001026,P003,1157,0.056
N001034,P001,2310,0.112
N001042,P255,1455,0.058
N001050,P255,1532,0.044
N001058,P006,1422,0.06
N001066,P001,2190,0.089
N001074,P005,2224,0.103
N001082,P005,2446,0.145
N001090,P076,2953,0.089
N001098,P104,463,0.035
N001106,P094,1491,0.043
N001114,P001,2213,0.081
N001122,P182,1368,0.052
N001130,P020,966,0.04
N001138,P004,1453,0.05
N001146,P151,1897,0.044
N001154,P240,1118,0.038
N001162,P001,1479,0.062
N001170,P146,2831,0.076
N001178,P094,840,0.04
N001186,P227,2990,0.083
N001194,P240,1396,0.061
N001202,P044,2001,0.043
N001210,P094,1223,0.036
N001218,P013,158,0.017
N001226,P001,2329,0.101
N001234,P240,2527,0.067
N001242,P005,2401,0.145
N001250,P020,491,0.034
N001258,P137,1271,0.042
N001266,P238,605,0.028
N001274,P240,826,0.031
N001282,P001,1881,0.07
N001290,P094,1624,0.052
N001298,P006,1349,0.043
N001306,P094,641,0.032
N001314,P005,2011,0.092
N001322,P094,166,0.024
N001330,P004,1083,0.032
N001338,P094,1388,0.038
N001346,P148,2201,0.049
N001354,P003,831,0.048
N001362,P136,2619,0.058
N001370,P004,1562,0.062
N001378,P094,2419,0.058
N001386,P044,1278,0.05
N001394,P003,756,0.034
N001402,P005,2473,0.113
N001410,P088,291,0.028
N001418,P020,739,0.023
N001426,P141,1239,0.029
N001434,P044,1327,0.049
N001442,P005,2335,0.122
N001450,P181,401,0.03
N001458,P094,982,0.028
N001466,P170,2429,0.054
N001474,P010,2117,0.058
N001482,P020,1925,0.046
N001490,P143,1924,0.059
N001498,P001,2352,0.1
N001506,P221,148,0.025
N001514,P207,2210,0.045
N001522,P001,2222,0.095
N001530,P094,1038,0.046
N001538,P003,492,0.026
N001546,P003,1311,0.039
N001554,P005,2121,0.08
N001562,P002,1839,0.082
N001570,P094,2020,0.057
N001578,P003,1489,0.114
N001586,P003,1770,0.07
N001594,P014,728,0.039
N001602,P006,1388,0.059
N001610,P094,1835,0.057
N001618,P005,2478,0.12
N001626,P179,1248,0.04
N001634,P094,2527,0.076
N001642,P087,592,0.033
N001650,P094,371,0.016
N001658,P136,1067,0.031
N001666,P003,1355,0.042
N001674,P042,502,0.024
N001682,P217,1131,0.031
N001690,P003,825,0.038
N001698,P005,2172,0.08
N001706,P094,2780,0.078
N001714,P001,2275,0.122
N001722,P006,1007,0.05
N001730,P020,1065,0.032
N001738,P228,975,0.035
N001746,P003,384,0.022
N001754,P094,968,0.032
N001762,P004,1131,0.046
N001770,P047,1295,0.039
N001778,P027,1841,0.07
N001786,P020,1356,0.044
N001794,P098,1132,0.037
N001802,P097,646,0.027
N001810,P026,2361,0.055
N001818,P240,920,0.041
N001826,P005,2086,0.068
N001834,P255,185,0.026
N001842,P006,663,0.024
N001850,P240,972,0.029
N001858,P071,2235,0.143
N001866,P002,2230,0.119
N001874,P251,1491,0.062
N001882,P215,1376,0.053
N001890,P143,708,0.029
N001898,P232,1641,0.055
N001906,P094,585,0.03
N001914,P006,1670,0.057
N001922,P101,1836,0.05
N001930,P004,1376,0.292
N001938,P094,474,0.061
N001946,P209,190,0.021
N001954,P006,1360,0.072
N001962,P136,1684,0.078
N001970,P246,1263,0.043
N001978,P002,2132,0.144
N001986,P201,360,0.034
N001994,P029,507,0.031
N002002,P005,2271,0.09
N002010,P257,1439,0.073
N002018,P001,2179,0.109
N002026,P003,1278,0.059
N002034,P094,1185,0.046
N002042,P003,873,0.04
N002050,P003,889,0.037
N002058,P005,2182,0.082
N002066,P003,639,0.042
N002074,P020,2196,0.052
N002082,P190,1952,0.049
N002090,P005,2151,0.086
N002098,P181,2244,0.061
N002106,P086,832,0.044
N002114,P228,2505,0.078
N002122,P025,74,0.155
N002130,P240,2759,0.079
N002138,P094,549,0.04
N002146,P136,987,0.034
N002154,P006,1630,0.053
N002162,P006,1744,0.062
N002170,P001,2152,0.084
N002178,P240,889,0.044
N002186,P094,761,0.033
N002194,P227,1344,0.042
N002202,P006,653,0.035
N002210,P020,868,0.032
N002218,P240,1485,0.047
N002226,P004,1458,0.058
N002234,P004,1304,0.061
N002242,P234,1365,0.047
N002250,P228,1314,0.041
N002258,P002,2144,0.093
N002266,P094,1098,0.042
N002274,P094,280,0.021
N002282,P006,1531,0.042
N002290,P005,1552,0.063
N002298,P094,2850,0.073
N002306,P003,564,0.046
N002314,P088,993,0.032
N002322,P180,546,0.023
N002330,P020,2931,0.073
N002338,P045,3161,0.099
N002346,P004,1539,0.079
N002354,P094,909,0.034
N002362,P094,288,0.017
N002370,P217,2796,0.065
N002378,P006,1617,0.073
N002386,P001,2253,0.118
N002394,P232,2554,0.072
N002402,P005,1767,0.079
N002410,P209,89,0.022
N002418,P020,1716,0.036
N002426,P005,2129,0.079
N002434,P056,1138,0.044
N002442,P094,2304,0.055
N002450,P005,2282,0.127
N002458,P094,2069,0.058
N002466,P004,1970,0.09
N002474,P062,606,0.031
N002482,P094,2442,0.051
N002490,P167,695,0.041
N002498,P004,1281,0.055
N002506,P088,2716,0.073
N002514,P240,427,0.034
N002522,P114,127,0.012
N002530,P005,2276,0.113
N002538,P028,1105,0.05
N002546,P200,1196,0.03
N002554,P096,345,0.022
N002562,P094,2360,0.051
N002570,P006,1404,0.057
N002578,P005,2279,0.103
N002586,P141,1153,0.041
N002594,P246,1334,0.035
N002602,P020,1196,0.042
N002610,P094,826,0.027
N002618,P094,2845,0.065
N002626,P005,2280,0.107
N002634,P005,2263,0.119
N002642,P094,311,0.028
N002650,P217,1990,0.045
N002658,P260,896,0.032
N002666,P181,2327,0.074
N002674,P005,2250,0.095
N002682,P184,569,0.031
N002690,P067,176,0.012
N002698,P004,1610,0.058
N002706,P003,1970,0.093
N002714,P079,1395,0.052
N002722,P002,2470,0.11
N002730,P240,925,0.042
N002738,P234,3087,0.072
N002746,P146,796,0.04
N002754,P225,1349,0.043
N002762,P248,1735,0.042
N002770,P006,1581,0.057
N002778,P094,708,0.028
N002786,P006,1862,0.073
N002794,P094,2635,0.075
N002802,P002,2229,0.1
N002810,P151,169,0.025
N002818,P096,313,0.016
N002826,P004,1524,0.059
N002834,P004,1501,0.062
N002842,P052,725,0.028
N002850,P106,2426,0.062
N002858,P041,926,0.041
N002866,P001,2033,0.08
N002874,P094,1131,0.037
N002882,P004,1181,0.046
N002890,P002,2010,0.093
N002898,P056,1722,0.061
N002906,P044,3266,0.105
N002914,P021,2457,0.069
N002922,P094,722,0.037
N002930,P004,1539,0.067
N002938,P069,2793,0.069
N002946,P006,1866,0.087
N002954,P141,2581,0.063
N002962,P240,730,0.045
N002970,P001,2265,0.11
N002978,P094,1596,0.051
N002986,P003,1969,0.084
N002994,P005,2314,0.103
N003002,P001,1776,0.083
N003010,P020,984,0.037
N003018,P004,882,0.038
N003026,P217,2072,0.044
N003034,P003,686,0.044
N003042,P004,1573,0.061
N003050,P002,2012,0.098
N003058,P138,1962,0.049
N003066,P003,1435,0.059
N003074,P005,1954,0.079
N003082,P003,1275,0.048
N003090,P189,916,0.03
N003098,P006,1374,0.057
N003106,P094,2549,0.07
N003114,P003,1503,0.07
N003122,P001,2247,0.094
N003130,P002,2282,0.107
N003138,P204,2578,0.074
N003146,P096,1231,0.051
N003154,P002,2266,0.096
N003162,P200,582,0.032
N003170,P157,478,0.019
N003178,P020,2234,0.048
N003186,P215,1482,0.055
N003194,P094,2468,0.079
N003202,P094,1220,0.04
N003210,P061,2288,0.063
N003218,P167,1783,0.058
