notice_id,portal_id,candidate_count,retrieval_time_ms
N001879,P001,2154,0.078
N001887,P240,1522,0.059
N001895,P142,202,0.023
N001903,P094,294,0.017
N001911,P152,2293,0.048
N001919,P001,2415,0.129
N001927,P094,2260,0.061
N001935,P005,1029,0.054
N001943,P001,2380,0.098
N001951,P094,461,0.035
N001959,P041,2780,0.067
N001967,P013,72,0.028
N001975,P006,1235,0.05
N001983,P131,279,0.02
N001991,P005,2255,0.096
N001999,P227,488,0.037
N002007,P086,1461,0.047
N002015,P004,951,0.046
N002023,P136,1264,0.046
N002031,P002,2405,0.123
N002039,P003,826,0.047
N002047,P200,1894,0.063
N002055,P094,824,0.03
N002063,P199,1011,0.041
N002071,P002,2212,0.094
N002079,P221,398,0.03
N002087,P094,731,0.027
N002095,P120,2224,0.05
N002103,P221,81,0.024
N002111,P006,1913,0.068
N002119,P002,2234,0.093
N002127,P240,962,0.044
N002135,P004,1594,0.07
N002143,P042,526,0.032
N002151,P003,1880,0.076
N002159,P005,2330,0.115
N002167,P006,634,0.048
N002175,P006,1698,0.068
N002183,P094,2499,0.075
N002191,P004,1200,0.07
N002199,P003,1789,0.076
N002207,P003,871,0.046
N002215,P094,2396,0.064
N002223,P094,1095,0.037
N002231,P002,2157,0.079
N002239,P241,1632,0.056
N002247,P003,1760,0.071
N002255,P094,299,0.029
N002263,P003,1472,0.052
N002271,P002,1915,0.07
N002279,P050,970,0.035
N002287,P096,805,0.029
N002295,P005,2208,0.103
N002303,P094,1107,0.043
N002311,P189,1933,0.044
N002319,P133,2063,0.06
N002327,P184,443,0.025
N002335,P004,977,0.04
N002343,P146,1701,0.057
N002351,P006,1946,0.09
N002359,P006,1621,0.071
N002367,P090,92,0.02
N002375,P094,1189,0.032
N002383,P001,2265,0.096
N002391,P005,2201,0.092
N002399,P058,832,0.041
N002407,P003,1643,0.062
N002415,P094,1716,0.049
N002423,P002,2541,0.139
N002431,P189,1237,0.046
N002439,P004,1979,0.086
N002447,P205,1973,0.052
N002455,P091,2141,0.066
N002463,P003,1114,0.056
N002471,P001,2018,0.067
N002479,P004,1421,0.055
N002487,P259,417,0.026
N002495,P021,753,0.029
N002503,P094,1498,0.049
N002511,P005,2248,0.09
N002519,P227,679,0.038
N002527,P094,1582,0.05
N002535,P175,2264,0.061
N002543,P219,2828,0.078
N002551,P103,802,0.043
N002559,P094,2198,0.051
N002567,P094,1192,0.039
N002575,P004,1404,0.052
N002583,P003,1807,0.076
N002591,P094,2561,0.066
N002599,P094,1189,0.05
N002607,P094,1074,0.038
N002615,P006,472,0.027
N002623,P085,692,0.03
N002631,P094,1095,0.03
N002639,P069,1302,0.051
N002647,P006,1773,0.068
N002655,P003,905,0.042
N002663,P001,2461,0.115
N002671,P229,901,0.046
N002679,P011,111,0.015
N002687,P006,1369,0.037
N002695,P094,1072,0.04
N002703,P002,2421,0.09
N002711,P094,1127,0.045
N002719,P003,1265,0.04
N002727,P172,1824,0.046
N002735,P088,2473,0.067
N002743,P044,1474,0.049
N002751,P001,2536,0.146
N002759,P240,862,0.047
N002767,P017,2006,0.045
N002775,P180,346,0.026
N002783,P200,342,0.019
N002791,P004,1255,0.048
N002799,P046,1991,0.047
N002807,P180,377,0.023
N002815,P221,165,0.013
N002823,P094,1810,0.046
N002831,P006,1254,0.042
N002839,P143,731,0.034
N002847,P020,989,0.036
N002855,P002,2165,0.104
N002863,P006,1392,0.067
N002871,P001,2302,0.116
N002879,P004,1518,0.07
N002887,P003,1686,0.076
N002895,P094,577,0.029
N002903,P004,956,0.034
N002911,P240,2037,0.047
N002919,P214,2588,0.07
N002927,P006,1093,0.054
N002935,P221,127,0.017
N002943,P001,1985,0.065
N002951,P094,895,0.044
N002959,P046,91,0.015
N002967,P004,1262,0.052
N002975,P044,1330,0.046
N002983,P007,272,0.021
N002991,P094,1340,0.037
N002999,P094,2566,0.063
N003007,P235,1183,0.04
N003015,P005,2102,0.072
N003023,P242,698,0.039
N003031,P232,2421,0.069
N003039,P020,2096,0.07
N003047,P020,370,0.028
N003055,P035,1109,0.031
N003063,P003,1414,0.048
N003071,P001,2028,0.066
N003079,P001,2113,0.095
N003087,P004,969,0.044
N003095,P002,2211,0.094
N003103,P184,96,0.024
N003111,P026,3086,0.072
N003119,P146,1018,0.045
N003127,P240,2617,0.061
N003135,P128,2635,0.086
N003143,P094,1231,0.051
N003151,P002,2415,0.129
N003159,P006,700,0.042
N003167,P235,2282,0.052
N003175,P003,1431,0.072
N003183,P227,2267,0.055
N003191,P003,1102,0.054
N003199,P235,2297,0.056
N003207,P081,1090,0.044
N003215,P004,1434,0.066
N003223,P094,946,0.032
N003231,P005,2212,0.093
N003239,P094,2025,0.055
N003247,P006,1066,0.053
N003255,P069,370,0.023
N003263,P094,775,0.025
N003271,P004,1744,0.064
N003279,P004,1807,0.117
N003287,P094,768,0.038
N003295,P006,1483,0.058
N003303,P225,1440,0.042
N003311,P094,1423,0.05
N003319,P006,914,0.04
N003327,P005,1448,0.069
N003335,P241,2736,0.199
N003343,P094,826,0.05
N003351,P005,2073,0.074
N003359,P003,857,0.058
N003367,P255,818,0.028
N003375,P181,2103,0.052
N003383,P004,844,0.046
N003391,P094,1550,0.045
N003399,P191,1081,0.045
N003407,P094,1264,0.066
N003415,P005,2206,0.122
N003423,P240,746,0.041
N003431,P094,2670,0.065
N003439,P238,1907,0.081
N003447,P243,179,0.024
N003455,P066,140,0.013
N003463,P002,2212,0.095
N003471,P006,1417,0.056
N003479,P094,211,0.025
N003487,P004,1683,0.067
N003495,P001,2189,0.089
N003503,P092,426,0.034
N003511,P094,764,0.029
N003519,P003,1692,0.273
N003527,P090,105,0.029
N003535,P203,2098,0.09
N003543,P128,910,0.071
N003551,P189,2103,0.055
N003559,P006,814,0.046
N003567,P006,1387,0.055
N003575,P003,831,0.047
N003583,P006,1387,0.062
N003591,P005,2179,0.108
N003599,P232,1895,0.067
N003607,P002,2454,0.114
N003615,P002,2292,0.121
N003623,P215,1393,0.041
N003631,P003,386,0.03
N003639,P183,217,0.017
N003647,P216,2249,0.058
N003655,P240,1258,0.042
N003663,P006,1471,0.054
N003671,P004,1609,0.061
N003679,P001,1556,0.065
N003687,P097,472,0.032
N003695,P094,2267,0.051
N003703,P060,2956,0.086
N003711,P004,1190,0.071
N003719,P239,221,0.023
N003727,P240,511,0.021
N003735,P001,2322,0.096
N003743,P105,1214,0.07
N003751,P006,1515,0.062
N003759,P085,1651,0.051
N003767,P094,2135,0.055
N003775,P094,1645,0.068
N003783,P020,1631,0.046
N003791,P073,1417,0.051
N003799,P159,1804,0.045
N003807,P060,1737,0.051
N003815,P003,598,0.038
N003823,P001,2219,0.104
N003831,P003,1548,0.077
N003839,P003,1890,0.11
N003847,P002,1454,0.063
N003855,P004,1137,0.056
N003863,P006,861,0.038
N003871,P136,3076,0.092
N003879,P232,287,0.037
N003887,P242,1936,0.039
N003895,P020,678,0.036
N003903,P003,1217,0.055
N003911,P094,1976,0.046
N003919,P004,1661,0.084
N003927,P013,139,0.021
N003935,P131,2131,0.045
N003943,P004,822,0.04
N003951,P005,1970,0.068
N003959,P094,626,0.038
N003967,P181,984,0.033
N003975,P004,1684,0.055
N003983,P020,1076,0.038
N003991,P240,1892,0.056
N003999,P240,877,0.039
N004007,P005,2154,0.078
N004015,P168,2043,0.056
N004023,P234,2094,0.053
N004031,P240,2561,0.083
N004039,P112,630,0.038
N004047,P094,1291,0.039
N004055,P094,2343,0.073
N004063,P002,2312,0.119
N004071,P181,1828,0.055
N004079,P142,211,0.023
N004087,P246,967,0.033
N004095,P088,1733,0.054
N004103,P090,1886,0.044
N004111,P111,1846,0.065
N004119,P228,2617,0.071
N004127,P195,2066,0.07
N004135,P003,885,0.042
N004143,P232,1901,0.054
N004151,P002,2034,0.079
N004159,P094,2225,0.059
N004167,P003,1199,0.067
N004175,P094,752,0.034
N004183,P020,1203,0.041
N004191,P004,1788,0.075
N004199,P004,1606,0.066
N004207,P003,969,0.042
N004215,P005,2208,0.095
N004223,P003,1052,0.055
N004231,P240,1782,0.053
N004239,P005,2194,0.09
N004247,P002,2227,0.102
N004255,P001,2253,0.106
N004263,P088,1979,0.056
N004271,P077,700,0.037
N004279,P003,873,0.039
N004287,P228,1538,0.045
N004295,P004,1692,0.066
N004303,P006,695,0.037
N004311,P088,2014,0.047
N004319,P044,1419,0.04
N004327,P225,686,0.03
N004335,P216,1322,0.049
N004343,P003,1681,0.071
N004351,P003,712,0.035
N004359,P258,1776,0.039
N004367,P146,1225,0.045
N004375,P094,2411,0.077
N004383,P152,2180,0.081
N004391,P006,1868,0.087
N004399,P221,195,0.027
N004407,P097,844,0.037
N004415,P094,905,0.03
N004423,P235,1886,0.042
N004431,P020,2479,0.07
N004439,P020,1099,0.047
N004447,P094,1237,0.043
N004455,P094,471,0.028
N004463,P241,2567,0.072
N004471,P094,2601,0.076
N004479,P020,1492,0.059
N004487,P094,2743,0.087
N004495,P002,2248,0.117
N004503,P094,347,0.033
N004511,P004,1878,0.065
N004519,P228,345,0.028
N004527,P200,743,0.028
N004535,P020,2599,0.06
N004543,P216,901,0.044
N004551,P089,2634,0.06
N004559,P001,2227,0.098
N004567,P195,1392,0.048
N004575,P003,675,0.036
N004583,P003,1120,0.042
N004591,P094,1458,0.051
N004599,P006,1603,0.07
N004607,P142,133,0.021
N004615,P101,1204,0.032
N004623,P006,1585,0.059
N004631,P042,966,0.036
N004639,P142,113,0.016
N004647,P232,2923,0.067
N004655,P002,2197,0.108
N004663,P004,1391,0.052
N004671,P094,606,0.03
N004679,P021,2971,0.075
N004687,P142,171,0.029
N004695,P094,2005,0.045
N004703,P097,429,0.029
N004711,P094,1592,0.048
N004719,P136,1332,0.056
N004727,P006,1224,0.055
N004735,P056,1062,0.038
N004743,P181,2371,0.065
N004751,P227,3590,0.116
N004759,P004,1734,0.088
N004767,P094,2171,0.057
N004775,P209,1868,0.044
N004783,P094,1940,0.047
N004791,P001,2023,0.068
N004799,P006,1511,0.073
N004807,P166,2395,0.057
N004815,P227,1038,0.048
N004823,P094,1750,0.05
N004831,P006,1369,0.061
N004839,P003,691,0.041
N004847,P232,1985,0.052
N004855,P143,1677,0.062
N004863,P094,2438,0.071
N004871,P094,1499,0.063
N004879,P005,2109,0.075
N004887,P094,681,0.041
N004895,P001,1923,0.081
N004903,P094,1274,0.053
N004911,P006,1179,0.052
N004919,P094,1587,0.051
N004927,P137,1293,0.036
N004935,P097,770,0.035
N004943,P001,2328,0.127
N004951,P003,1705,0.073
N004959,P006,1851,0.083
N004967,P006,1850,0.086
N004975,P094,469,0.032
N004983,P147,801,0.028
N004991,P068,2780,0.096
N004999,P070,2340,0.066
N005007,P001,1072,0.05
N005015,P094,1272,0.037
N005023,P094,861,0.04
N005031,P006,749,0.031
N005039,P094,317,0.024
N005047,P005,2262,0.099
N005055,P214,1184,0.048
N005063,P116,3452,0.11
N005071,P088,183,0.033
N005079,P002,2250,0.104
N005087,P004,1177,0.059
N005095,P150,242,0.018
N005103,P146,1378,0.044
N005111,P058,1944,0.057
N005119,P006,1436,0.07
N005127,P005,1741,0.066
N005135,P068,1136,0.041
N005143,P089,1648,0.056
N005151,P088,817,0.032
N005159,P005,1987,0.095
N005167,P005,2326,0.116
N005175,P094,1346,0.055
N005183,P207,1928,0.05
N005191,P003,1584,0.07
N005199,P240,1242,0.045
N005207,P094,494,0.026
N005215,P089,521,0.022
N005223,P221,113,0.015
N005231,P136,1860,0.048
N005239,P046,1901,0.045
N005247,P181,799,0.037
N005255,P001,1614,0.05
N005263,P005,2059,0.088
N005271,P003,1559,0.066
N005279,P003,547,0.034
N005287,P131,2355,0.051
N005295,P120,404,0.032
N005303,P005,1574,0.054
N005311,P078,1260,0.048
N005319,P088,435,0.029
N005327,P106,1482,0.039
N005335,P001,2256,0.103
N005343,P006,1695,0.081
N005351,P094,304,0.028
N005359,P005,2264,0.106
N005367,P020,746,0.044
N005375,P002,2561,0.122
N005383,P002,2635,0.126
N005391,P013,221,0.029
N005399,P094,223,0.013
N005407,P010,2276,0.069
N005415,P221,152,0.023
N005423,P246,499,0.016
N005431,P002,1487,0.061
N005439,P020,1407,0.041
N005447,P006,1042,0.044
N005455,P136,1003,0.029
N005463,P240,961,0.032
N005471,P200,2013,0.047
N005479,P094,1085,0.038
N005487,P089,1635,0.055
N005495,P216,1098,0.039
N005503,P141,488,0.024
N005511,P020,1035,0.034
N005519,P094,2036,0.046
N005527,P062,1270,0.048
N005535,P002,2036,0.093
N005543,P094,1984,0.054
N005551,P150,680,0.03
N005559,P004,1604,0.08
N005567,P069,1088,0.034
N005575,P004,859,0.052
N005583,P020,889,0.065
N005591,P001,2139,0.098
N005599,P046,98,0.026
N005607,P069,488,0.025
N005615,P020,2667,0.092
N005623,P044,2243,0.066
N005631,P177,937,0.042
N005639,P227,2044,0.065
N005647,P227,839,0.036
N005655,P109,1006,0.028
N005663,P006,628,0.026
N005671,P094,664,0.029
N005679,P098,1175,0.038
N005687,P094,1192,0.039
N005695,P005,2198,0.103
N005703,P094,987,0.044
N005711,P027,411,0.022
N005719,P003,1288,0.038
N005727,P002,2297,0.129
N005735,P145,120,0.026
N005743,P001,2055,0.074
N005751,P005,2255,0.102
N005759,P001,2032,0.099
N005767,P210,1148,0.044
N005775,P172,1323,0.043
N005783,P146,2478,0.061
N005791,P175,872,0.041
N005799,P006,1508,0.05
N005807,P094,734,0.034
N005815,P143,775,0.033
N005823,P013,1997,0.044
N005831,P094,640,0.038
N005839,P239,1012,0.034
N005847,P003,1784,0.221
N005855,P214,1405,0.06
N005863,P003,819,0.05
N005871,P142,86,0.02
N005879,P044,1471,0.038
N005887,P200,1391,0.078
N005895,P094,894,0.052
N005903,P189,963,0.038
N005911,P088,2056,0.06
N005919,P003,1562,0.068
N005927,P001,2439,0.121
N005935,P106,1967,0.061
N005943,P071,1012,0.044
N005951,P215,1167,0.033
N005959,P094,653,0.035
N005967,P094,2062,0.053
N005975,P005,2254,0.11
N005983,P005,2293,0.141
N005991,P141,1679,0.062
N005999,P094,751,0.031
N006007,P089,1322,0.058
N006015,P058,1269,0.052
N006023,P077,1200,0.035
N006031,P136,875,0.04
N006039,P001,2278,0.099
N006047,P001,2246,0.125
N006055,P094,1082,0.041
N006063,P006,1908,0.178
N006071,P094,2410,0.076
N006079,P021,661,0.043
N006087,P044,1201,0.037
N006095,P006,1446,0.063
N006103,P228,1126,0.046
N006111,P004,955,0.045
N006119,P014,2569,0.084
N006127,P004,939,0.053
N006135,P006,742,0.035
N006143,P005,1770,0.073
N006151,P006,1050,0.048
N006159,P024,782,0.031
N006167,P072,1223,0.035
N006175,P189,420,0.023
N006183,P006,1180,0.053
N006191,P004,1625,0.072
N006199,P005,2366,0.114
N006207,P094,1069,0.047
N006215,P045,1772,0.045
N006223,P094,2964,0.092
N006231,P023,2206,0.063
N006239,P106,975,0.045
N006247,P003,1466,0.056
N006255,P005,2294,0.09
N006263,P059,336,0.033
N006271,P203,3375,0.102
N006279,P094,1955,0.077
N006287,P094,2300,0.064
N006295,P229,2877,0.091
N006303,P235,884,0.044
N006311,P088,891,0.025
N006319,P004,1007,0.04
N006327,P240,1224,0.047
N006335,P094,1199,0.044
N006343,P120,1829,0.045
N006351,P120,455,0.026
N006359,P005,1802,0.078
N006367,P146,2026,0.055
N006375,P006,792,0.04
N006383,P004,1630,0.05
N006391,P003,987,0.046
N006399,P002,2219,0.092
N006407,P002,2406,0.125
N006415,P097,2403,0.08
N006423,P079,2943,0.086
N006431,P044,517,0.038
N006439,P240,318,0.02
N006447,P141,688,0.031
N006455,P013,113,0.016
N006463,P094,2244,0.05
N006471,P151,172,0.021
N006479,P094,1571,0.046
N006487,P248,50,0.019
N006495,P240,1033,0.02
N006503,P180,762,0.028
N006511,P115,2764,0.07
N006519,P005,2382,0.139
N006527,P245,115,0.027
N006535,P003,947,0.031
N006543,P241,2004,0.044
N006551,P086,1277,0.041
N006559,P001,2291,0.107
N006567,P094,933,0.049
N006575,P146,346,0.024
N006583,P228,1180,0.04
N006591,P019,335,0.022
N006599,P001,2258,0.107
N006607,P088,2644,0.073
N006615,P061,1643,0.055
N006623,P002,2342,0.101
N006631,P142,158,0.028
N006639,P120,252,0.015
N006647,P004,1236,0.046
N006655,P001,2110,0.079
N006663,P001,1685,0.071
N006671,P002,2280,0.122
N006679,P232,808,0.041
N006687,P005,2430,0.131
N006695,P001,2242,0.104
N006703,P219,957,0.042
N006711,P240,689,0.029
N006719,P005,2263,0.102
N006727,P254,79,0.025
N006735,P002,2199,0.092
N006743,P020,257,0.032
N006751,P002,1843,0.069
N006759,P013,175,0.022
N006767,P005,2150,0.077
N006775,P046,84,0.024
N006783,P020,1596,0.052
N006791,P062,1259,0.045
N006799,P088,493,0.025
N006807,P093,2201,0.051
N006815,P094,2092,0.057
N006823,P001,2269,0.116
N006831,P094,2516,0.08
N006839,P004,1914,0.093
N006847,P258,1365,0.055
N006855,P240,1984,0.049
N006863,P005,2180,0.094
N006871,P207,1279,0.052
N006879,P167,1978,0.05
N006887,P002,1573,0.059
N006895,P146,2273,0.063
N006903,P006,1226,0.061
N006911,P002,2439,0.129
N006919,P003,1391,0.069
N006927,P094,477,0.028
N006935,P020,732,0.029
N006943,P177,2166,0.047
N006951,P221,179,0.024
N006959,P120,358,0.015
N006967,P094,2086,0.056
N006975,P005,2322,0.135
N006983,P094,785,0.038
N006991,P141,1205,0.033
N006999,P003,1777,0.069
N007007,P001,2436,0.107
N007015,P094,2833,0.089
N007023,P006,633,0.047
N007031,P004,1693,0.065
N007039,P115,263,0.027
N007047,P221,66,0.011
N007055,P094,591,0.018
N007063,P003,1735,0.072
N007071,P002,1481,0.061
N007079,P001,1924,0.097
N007087,P172,1341,0.044
N007095,P094,2054,0.057
N007103,P005,2317,0.112
N007111,P189,1920,0.07
N007119,P218,448,0.027
N007127,P002,2194,0.085
N007135,P094,1352,0.046
N007143,P227,1958,0.048
N007151,P099,1776,0.062
N007159,P185,755,0.034
N007167,P004,642,0.035
N007175,P176,2095,0.045
N007183,P006,994,0.052
N007191,P004,749,0.037
N007199,P094,2099,0.048
N007207,P136,1398,0.057
N007215,P227,1991,0.046
N007223,P179,1613,0.057
N007231,P004,1594,0.07
N007239,P241,1931,0.07
N007247,P003,1044,0.047
N007255,P020,720,0.027
N007263,P094,2566,0.07
N007271,P002,1105,0.051
N007279,P257,342,0.023
N007287,P005,2218,0.087
N007295,P002,2101,0.084
N007303,P002,2246,0.116
N007311,P020,1315,0.059
N007319,P006,1251,0.056
N007327,P232,1732,0.063
N007335,P147,1716,0.053
N007343,P004,971,0.048
N007351,P232,819,0.034
N007359,P119,433,0.027
N007367,P006,1294,0.056
N007375,P146,1133,0.032
N007383,P006,1028,0.046
N007391,P211,675,0.025
N007399,P013,202,0.017
N007407,P023,932,0.029
N007415,P088,443,0.02
N007423,P005,2209,0.099
N007431,P006,1440,0.064
N007439,P146,1212,0.043
N007447,P020,1224,0.035
N007455,P239,205,0.023
N007463,P094,606,0.026
N007471,P001,2282,0.096
N007479,P240,1234,0.054
N007487,P020,501,0.028
N007495,P002,2166,0.073
N007503,P002,1458,0.065
N007511,P005,2297,0.103
N007519,P166,994,0.045
N007527,P013,101,0.018
N007535,P137,3163,0.083
N007543,P002,2008,0.078
N007551,P225,1359,0.051
N007559,P094,1989,0.048
N007567,P204,1008,0.035
N007575,P003,742,0.041
N007583,P024,1083,0.034
N007591,P001,2192,0.081
N007599,P094,2256,0.065
N007607,P058,2019,0.05
N007615,P006,1814,0.08
N007623,P001,2321,0.096
N007631,P005,2188,0.083
N007639,P137,971,0.046
N007647,P001,2180,0.082
N007655,P240,3149,0.113
N007663,P094,2962,0.111
N007671,P163,1016,0.048
N007679,P108,2040,0.066
N007687,P006,1374,0.062
N007695,P089,2819,0.073
N007703,P240,1647,0.062
N007711,P094,1795,0.053
N007719,P112,1177,0.036
N007727,P219,3047,0.083
N007735,P240,1781,0.07
N007743,P006,1051,0.052
N007751,P248,2001,0.044
N007759,P004,1758,0.079
N007767,P026,1357,0.045
N007775,P039,2019,0.051
N007783,P036,2028,0.068
N007791,P216,2020,0.05
N007799,P001,2149,0.08
N007807,P004,1901,0.09
N007815,P005,1287,0.054
N007823,P003,768,0.041
N007831,P006,1626,0.057
N007839,P240,789,0.033
N007847,P003,1775,0.07
N007855,P006,1414,0.069
N007863,P006,2141,0.095
N007871,P004,826,0.047
N007879,P006,1619,0.052
N007887,P020,984,0.035
N007895,P094,999,0.028
N007903,P240,1787,0.053
N007911,P047,243,0.025
N007919,P020,814,0.037
N007927,P002,2242,0.103
N007935,P013,119,0.026
N007943,P088,1262,0.035
N007951,P002,2478,0.132
N007959,P006,1681,0.081
N007967,P094,866,0.034
N007975,P057,1180,0.037
N007983,P088,1571,0.05
N007991,P004,1104,0.047
N007999,P166,1257,0.045
N008007,P146,1075,0.038
N008015,P060,2060,0.125
N008023,P094,1180,0.055
N008031,P181,1848,0.056
N008039,P235,2796,0.095
N008047,P005,1555,0.082
N008055,P001,1409,0.053
N008063,P167,1017,0.043
N008071,P006,595,0.044
N008079,P094,1381,0.051
N008087,P003,1113,0.052
N008095,P136,1911,0.113
N008103,P001,2004,0.164
N008111,P003,1599,0.133
N008119,P053,1771,0.084
N008127,P011,210,0.034
N008135,P006,1324,0.074
N008143,P094,2314,0.075
N008151,P003,819,0.051
N008159,P031,1511,0.057
N008167,P131,340,0.026
N008175,P216,301,0.022
N008183,P004,1308,0.065
N008191,P044,2690,0.072
N008199,P089,2542,0.1
N008207,P094,1614,0.058
N008215,P094,1358,0.06
N008223,P240,2550,0.085
N008231,P215,1337,0.06
N008239,P031,1504,0.059
N008247,P073,2407,0.072
N008255,P208,2132,0.071
N008263,P094,1204,0.048
N008271,P002,2428,0.132
N008279,P220,552,0.038
N008287,P221,63,0.015
N008295,P004,1404,0.079
N008303,P120,2053,0.072
N008311,P005,2378,0.153
N008319,P004,1489,0.093
N008327,P240,2512,0.131
N008335,P094,2164,0.081
N008343,P003,1598,0.079
N008351,P044,774,0.045
N008359,P003,1332,0.043
N008367,P014,725,0.034
N008375,P001,1919,0.062
N008383,P240,1890,0.057
N008391,P228,851,0.037
N008399,P002,2427,0.125
N008407,P069,1249,0.045
N008415,P183,2202,0.057
N008423,P001,2135,0.093
N008431,P215,770,0.039
N008439,P003,1341,0.047
N008447,P028,2158,0.053
N008455,P041,2477,0.07
N008463,P160,900,0.042
N008471,P094,379,0.024
N008479,P002,2111,0.105
N008487,P232,1205,0.054
N008495,P001,1628,0.079
N008503,P006,1273,0.057
N008511,P003,1432,0.045
N008519,P062,2774,0.073
N008527,P060,651,0.042
N008535,P184,351,0.019
N008543,P196,1266,0.036
N008551,P094,460,0.026
N008559,P003,1320,0.056
N008567,P134,2027,0.052
N008575,P046,173,0.022
N008583,P004,1056,0.032
N008591,P235,855,0.034
N008599,P005,2236,0.095
N008607,P140,137,0.027
N008615,P189,1176,0.028
N008623,P045,2433,0.067
N008631,P020,759,0.041
N008639,P192,2016,0.046
N008647,P044,2534,0.076
N008655,P004,1469,0.073
N008663,P004,1827,0.078
N008671,P136,1136,0.043
N008679,P088,1222,0.042
N008687,P005,2074,0.09
N008695,P169,2106,0.058
N008703,P240,1333,0.053
N008711,P183,506,0.03
N008719,P005,2162,0.09
N008727,P003,1074,0.054
N008735,P009,890,0.033
N008743,P215,1261,0.033
N008751,P160,817,0.031
N008759,P006,1477,0.062
N008767,P044,2385,0.069
N008775,P240,263,0.031
N008783,P002,2233,0.104
N008791,P005,2133,0.107
N008799,P003,1670,0.075
N008807,P152,679,0.034
N008815,P044,2302,0.064
N008823,P004,1430,0.063
N008831,P003,1817,0.081
N008839,P094,723,0.039
N008847,P094,2314,0.059
N008855,P005,2312,0.109
N008863,P013,195,0.03
N008871,P002,2375,0.126
N008879,P043,875,0.042
N008887,P003,1364,0.046
N008895,P165,2767,0.068
N008903,P240,414,0.033
N008911,P241,1961,0.056
N008919,P002,2260,0.124
N008927,P044,2059,0.06
N008935,P006,915,0.049
N008943,P217,2124,0.052
N008951,P001,2350,0.107
N008959,P044,357,0.035
N008967,P244,112,0.013
N008975,P241,1149,0.035
N008983,P049,1142,0.036
N008991,P221,205,0.02
N008999,P003,1369,0.049
N009007,P001,2076,0.083
N009015,P020,2443,0.066
N009023,P006,891,0.051
N009031,P146,991,0.04
N009039,P003,1476,0.057
N009047,P002,2323,0.086
N009055,P004,1749,0.085
N009063,P017,176,0.022
N009071,P006,1758,0.065
N009079,P001,2327,0.107
N009087,P240,2594,0.08
N009095,P071,1840,0.074
N009103,P241,1721,0.063
N009111,P073,468,0.028
N009119,P192,1941,0.04
N009127,P002,2128,0.076
N009135,P215,2856,0.079
N009143,P020,451,0.037
N009151,P001,2048,0.076
N009159,P094,470,0.034
N009167,P005,1532,0.054
N009175,P072,350,0.026
N009183,P004,1472,0.059
N009191,P142,102,0.018
N009199,P005,2260,0.112
N009207,P146,2063,0.06
N009215,P232,1402,0.042
N009223,P146,632,0.032
N009231,P020,2403,0.06
N009239,P005,2411,0.133
N009247,P195,1914,0.071
N009255,P005,2397,0.093
N009263,P227,1577,0.063
N009271,P221,60,0.019
N009279,P001,1505,0.051
N009287,P142,78,0.018
N009295,P096,2648,0.061
N009303,P006,1391,0.058
N009311,P004,1485,0.068
N009319,P003,1047,0.044
N009327,P190,1057,0.029
N009335,P002,2439,0.113
N009343,P141,281,0.032
N009351,P013,230,0.016
N009359,P120,320,0.012
N009367,P240,1861,0.053
N009375,P087,1170,0.038
N009383,P004,1889,0.086
N009391,P240,1755,0.055
N009399,P094,2060,0.053
N009407,P223,1785,0.052
N009415,P063,441,0.028
N009423,P044,2854,0.071
N009431,P239,2229,0.065
N009439,P003,1761,0.079
N009447,P094,785,0.038
N009455,P002,2206,0.079
N009463,P003,1612,0.079
N009471,P004,1327,0.051
N009479,P094,1270,0.048
N009487,P194,3074,0.078
N009495,P003,1487,0.069
N009503,P105,2101,0.053
N009511,P098,2354,0.059
N009519,P001,2275,0.088
N009527,P197,3268,0.097
N009535,P181,1738,0.077
N009543,P217,558,0.03
N009551,P005,2299,0.098
N009559,P094,2172,0.072
N009567,P024,1142,0.038
N009575,P240,2240,0.05
N009583,P049,998,0.044
N009591,P096,1774,0.055
N009599,P020,549,0.034
N009607,P003,730,0.03
N009615,P221,212,0.018
N009623,P133,2168,0.045
N009631,P137,919,0.038
N009639,P077,2478,0.059
N009647,P013,23,0.023
N009655,P094,2124,0.041
N009663,P004,1144,0.05
N009671,P014,165,0.018
N009679,P005,2440,0.092
N009687,P002,1722,0.081
N009695,P126,178,0.022
N009703,P002,2162,0.082
N009711,P003,1754,0.08
N009719,P232,2318,0.058
N009727,P002,2354,0.132
N009735,P006,991,0.046
N009743,P116,2213,0.059
N009751,P002,2203,0.091
N009759,P001,1852,0.082
N009767,P002,2141,0.08
N009775,P006,1412,0.054
N009783,P004,1486,0.044
N009791,P207,1792,0.053
N009799,P094,2099,0.051
N009807,P003,1398,0.057
N009815,P003,1251,0.065
N009823,P002,2208,0.099
N009831,P094,968,0.041
N009839,P001,2235,0.104
N009847,P005,2505,0.11
N009855,P094,342,0.032
N009863,P006,795,0.035
N009871,P016,227,0.017
N009879,P094,2121,0.043
N009887,P006,1274,0.061
N009895,P232,949,0.039
N009903,P240,2464,0.066
N009911,P167,1343,0.047
N009919,P044,2556,0.064
N009927,P031,1459,0.055
N009935,P175,1207,0.044
N009943,P004,1410,0.048
N009951,P002,886,0.045
N009959,P066,176,0.017
N009967,P020,380,0.018
N009975,P067,1188,0.033
N009983,P031,2094,0.062
N009991,P094,3213,0.09
N009999,P001,2288,0.115
N010007,P020,1992,0.056
N010015,P259,148,0.022
N010023,P240,2402,0.054
